semantic_id,domain,bank,stable_key,field,surface,reachability,reachability_reason,realization,slots,source_path,source_symbol,grounding,text
prose:life:episode:money.the-thing-you-are-behind-on/the-first-letter#option:wait:label,life,episode,money.the-thing-you-are-behind-on/the-first-letter,option:wait:label,option-label,PLAYER_REACHABLE,The stage declares only ordinary requirements; play reaches it when they hold.,static,,src/simulation/episode-bank.ts,EPISODE_FAMILIES/money.the-thing-you-are-behind-on/the-first-letter,fact:money.obligation age-at-least:18,Wait for the next one
prose:life:episode:money.the-thing-you-are-behind-on/the-first-letter#option:wait:memory,life,episode,money.the-thing-you-are-behind-on/the-first-letter,option:wait:memory,option-memory,PLAYER_REACHABLE,The stage declares only ordinary requirements; play reaches it when they hold.,static,,src/simulation/episode-bank.ts,EPISODE_FAMILIES/money.the-thing-you-are-behind-on/the-first-letter,fact:money.obligation age-at-least:18,You put the letter in a drawer and waited for the next one.
prose:life:episode:opening.adult.home.free-time/follow-through#line:0,life,episode,opening.adult.home.free-time/follow-through,line:0,scene-line,PLAYER_REACHABLE,The stage declares only ordinary requirements; play reaches it when they hold.,static,,src/simulation/episode-bank.ts,EPISODE_FAMILIES/opening.adult.home.free-time/follow-through,age-at-least:18 age-below:111 home-recorded after-choice:moment:read,You spent some of your free time reading. You can keep going or put the book aside.
prose:life:episode:opening.adult.home.free-time/follow-through#option:mark:description,life,episode,opening.adult.home.free-time/follow-through,option:mark:description,option-description,PLAYER_REACHABLE,The stage declares only ordinary requirements; play reaches it when they hold.,static,,src/simulation/episode-bank.ts,EPISODE_FAMILIES/opening.adult.home.free-time/follow-through,age-at-least:18 age-below:111 home-recorded after-choice:moment:read,5 minutes
prose:life:episode:opening.adult.home.free-time/follow-through#option:mark:label,life,episode,opening.adult.home.free-time/follow-through,option:mark:label,option-label,PLAYER_REACHABLE,The stage declares only ordinary requirements; play reaches it when they hold.,static,,src/simulation/episode-bank.ts,EPISODE_FAMILIES/opening.adult.home.free-time/follow-through,age-at-least:18 age-below:111 home-recorded after-choice:moment:read,Mark your place and put the book aside
prose:life:episode:opening.adult.home.free-time/follow-through#option:mark:memory,life,episode,opening.adult.home.free-time/follow-through,option:mark:memory,option-memory,PLAYER_REACHABLE,The stage declares only ordinary requirements; play reaches it when they hold.,static,,src/simulation/episode-bank.ts,EPISODE_FAMILIES/opening.adult.home.free-time/follow-through,age-at-least:18 age-below:111 home-recorded after-choice:moment:read,You mark your place and put the book aside.
prose:life:episode:opening.adult.home.free-time/follow-through#option:more:description,life,episode,opening.adult.home.free-time/follow-through,option:more:description,option-description,PLAYER_REACHABLE,The stage declares only ordinary requirements; play reaches it when they hold.,static,,src/simulation/episode-bank.ts,EPISODE_FAMILIES/opening.adult.home.free-time/follow-through,age-at-least:18 age-below:111 home-recorded after-choice:moment:read,5 minutes
prose:life:episode:opening.adult.home.free-time/follow-through#option:more:label,life,episode,opening.adult.home.free-time/follow-through,option:more:label,option-label,PLAYER_REACHABLE,The stage declares only ordinary requirements; play reaches it when they hold.,static,,src/simulation/episode-bank.ts,EPISODE_FAMILIES/opening.adult.home.free-time/follow-through,age-at-least:18 age-below:111 home-recorded after-choice:moment:read,Read a little more before putting the book down
prose:life:episode:opening.adult.home.free-time/follow-through#option:more:memory,life,episode,opening.adult.home.free-time/follow-through,option:more:memory,option-memory,PLAYER_REACHABLE,The stage declares only ordinary requirements; play reaches it when they hold.,static,,src/simulation/episode-bank.ts,EPISODE_FAMILIES/opening.adult.home.free-time/follow-through,age-at-least:18 age-below:111 home-recorded after-choice:moment:read,You spend a few more minutes reading.
prose:life:episode:opening.adult.home.free-time/moment#line:0,life,episode,opening.adult.home.free-time/moment,line:0,scene-line,PLAYER_REACHABLE,The stage declares only ordinary requirements; play reaches it when they hold.,static,,src/simulation/episode-bank.ts,EPISODE_FAMILIES/opening.adult.home.free-time/moment,age-at-least:18 age-below:111 home-recorded,You have a little free time at home. What would you like to do?
prose:life:episode:opening.adult.home.free-time/moment#option:draw:description,life,episode,opening.adult.home.free-time/moment,option:draw:description,option-description,PLAYER_REACHABLE,The stage declares only ordinary requirements; play reaches it when they hold.,static,,src/simulation/episode-bank.ts,EPISODE_FAMILIES/opening.adult.home.free-time/moment,age-at-least:18 age-below:111 home-recorded,15 minutes
prose:life:episode:opening.adult.home.free-time/moment#option:draw:label,life,episode,opening.adult.home.free-time/moment,option:draw:label,option-label,PLAYER_REACHABLE,The stage declares only ordinary requirements; play reaches it when they hold.,static,,src/simulation/episode-bank.ts,EPISODE_FAMILIES/opening.adult.home.free-time/moment,age-at-least:18 age-below:111 home-recorded,Spend time sketching
prose:life:episode:opening.adult.home.free-time/moment#option:draw:memory,life,episode,opening.adult.home.free-time/moment,option:draw:memory,option-memory,PLAYER_REACHABLE,The stage declares only ordinary requirements; play reaches it when they hold.,static,,src/simulation/episode-bank.ts,EPISODE_FAMILIES/opening.adult.home.free-time/moment,age-at-least:18 age-below:111 home-recorded,You spend a little time drawing.
prose:life:episode:opening.adult.home.free-time/moment#option:read:description,life,episode,opening.adult.home.free-time/moment,option:read:description,option-description,PLAYER_REACHABLE,The stage declares only ordinary requirements; play reaches it when they hold.,static,,src/simulation/episode-bank.ts,EPISODE_FAMILIES/opening.adult.home.free-time/moment,age-at-least:18 age-below:111 home-recorded,15 minutes
prose:life:episode:opening.adult.home.free-time/moment#option:read:label,life,episode,opening.adult.home.free-time/moment,option:read:label,option-label,PLAYER_REACHABLE,The stage declares only ordinary requirements; play reaches it when they hold.,static,,src/simulation/episode-bank.ts,EPISODE_FAMILIES/opening.adult.home.free-time/moment,age-at-least:18 age-below:111 home-recorded,Read for a while
prose:life:episode:opening.adult.home.free-time/moment#option:read:memory,life,episode,opening.adult.home.free-time/moment,option:read:memory,option-memory,PLAYER_REACHABLE,The stage declares only ordinary requirements; play reaches it when they hold.,static,,src/simulation/episode-bank.ts,EPISODE_FAMILIES/opening.adult.home.free-time/moment,age-at-least:18 age-below:111 home-recorded,You spend a little time reading.
prose:life:episode:opening.adult.home.free-time/moment#option:rest:description,life,episode,opening.adult.home.free-time/moment,option:rest:description,option-description,PLAYER_REACHABLE,The stage declares only ordinary requirements; play reaches it when they hold.,static,,src/simulation/episode-bank.ts,EPISODE_FAMILIES/opening.adult.home.free-time/moment,age-at-least:18 age-below:111 home-recorded,15 minutes
prose:life:episode:opening.adult.home.free-time/moment#option:rest:label,life,episode,opening.adult.home.free-time/moment,option:rest:label,option-label,PLAYER_REACHABLE,The stage declares only ordinary requirements; play reaches it when they hold.,static,,src/simulation/episode-bank.ts,EPISODE_FAMILIES/opening.adult.home.free-time/moment,age-at-least:18 age-below:111 home-recorded,Rest for a few minutes
prose:life:episode:opening.adult.home.free-time/moment#option:rest:memory,life,episode,opening.adult.home.free-time/moment,option:rest:memory,option-memory,PLAYER_REACHABLE,The stage declares only ordinary requirements; play reaches it when they hold.,static,,src/simulation/episode-bank.ts,EPISODE_FAMILIES/opening.adult.home.free-time/moment,age-at-least:18 age-below:111 home-recorded,You take a quiet break.
prose:life:episode:opening.adult.home.shared-time/follow-through#line:0,life,episode,opening.adult.home.shared-time/follow-through,line:0,scene-line,PLAYER_REACHABLE,The stage declares only ordinary requirements; play reaches it when they hold.,templated,role:household-companion,src/simulation/episode-bank.ts,EPISODE_FAMILIES/opening.adult.home.shared-time/follow-through,age-at-least:18 age-below:111 home-recorded role:household-companion after-choice:moment:quiet,"You asked {role:household-companion} for quiet time. You have stated what you need, not made a shared agreement."
prose:life:episode:opening.adult.home.shared-time/follow-through#option:alone:description,life,episode,opening.adult.home.shared-time/follow-through,option:alone:description,option-description,PLAYER_REACHABLE,The stage declares only ordinary requirements; play reaches it when they hold.,static,,src/simulation/episode-bank.ts,EPISODE_FAMILIES/opening.adult.home.shared-time/follow-through,age-at-least:18 age-below:111 home-recorded role:household-companion after-choice:moment:quiet,5 minutes
prose:life:episode:opening.adult.home.shared-time/follow-through#option:alone:label,life,episode,opening.adult.home.shared-time/follow-through,option:alone:label,option-label,PLAYER_REACHABLE,The stage declares only ordinary requirements; play reaches it when they hold.,static,,src/simulation/episode-bank.ts,EPISODE_FAMILIES/opening.adult.home.shared-time/follow-through,age-at-least:18 age-below:111 home-recorded role:household-companion after-choice:moment:quiet,Take a few quiet minutes on your own
prose:life:episode:opening.adult.home.shared-time/follow-through#option:alone:memory,life,episode,opening.adult.home.shared-time/follow-through,option:alone:memory,option-memory,PLAYER_REACHABLE,The stage declares only ordinary requirements; play reaches it when they hold.,static,,src/simulation/episode-bank.ts,EPISODE_FAMILIES/opening.adult.home.shared-time/follow-through,age-at-least:18 age-below:111 home-recorded role:household-companion after-choice:moment:quiet,You take a few quiet minutes on your own.
prose:life:episode:opening.adult.home.shared-time/follow-through#option:explain:description,life,episode,opening.adult.home.shared-time/follow-through,option:explain:description,option-description,PLAYER_REACHABLE,The stage declares only ordinary requirements; play reaches it when they hold.,static,,src/simulation/episode-bank.ts,EPISODE_FAMILIES/opening.adult.home.shared-time/follow-through,age-at-least:18 age-below:111 home-recorded role:household-companion after-choice:moment:quiet,5 minutes
prose:life:episode:opening.adult.home.shared-time/follow-through#option:explain:label,life,episode,opening.adult.home.shared-time/follow-through,option:explain:label,option-label,PLAYER_REACHABLE,The stage declares only ordinary requirements; play reaches it when they hold.,static,,src/simulation/episode-bank.ts,EPISODE_FAMILIES/opening.adult.home.shared-time/follow-through,age-at-least:18 age-below:111 home-recorded role:household-companion after-choice:moment:quiet,Explain that you would like to talk another time
prose:life:episode:opening.adult.home.shared-time/follow-through#option:explain:memory,life,episode,opening.adult.home.shared-time/follow-through,option:explain:memory,option-memory,PLAYER_REACHABLE,The stage declares only ordinary requirements; play reaches it when they hold.,templated,role:household-companion,src/simulation/episode-bank.ts,EPISODE_FAMILIES/opening.adult.home.shared-time/follow-through,age-at-least:18 age-below:111 home-recorded role:household-companion after-choice:moment:quiet,You tell {role:household-companion} you would like to talk another time.
